,Path,Canonical,Transcript,Error
64,L2_arctic_WAV/ABA_arctic_a0095,ah b ih g k ae n v ah s t eh n t w ao z dh ah f er s t th ih ng t uw k ah m w ih th ih n hh ih z v ih zh ah n,ah b ih g k ae n v ah s t eh n t w ao z dh ah f er s t th ih ng k t uw k ah m w ih th ih n hh ih z v ih zh ah n,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
65,L2_arctic_WAV/ABA_arctic_a0096,p er hh ae p s sh iy hh ae d ao l r eh d iy m eh t hh er f ey t ah l ih t ah l d iy p er ih n dh ah f ao r ah s t,p r* eh hh ae p s sh iy hh ae d ao l r eh d iy m eh t hh err f ey t ah l ih t ah err d iy p ah ih n dh ah f ao r s t,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
66,L2_arctic_WAV/ABA_arctic_a0097,dh eh n y uw k ae n er ey n jh y er s eh l f k ah m f er t ah b l iy ah m ah ng dh iy z r ow b z ih n dh ah b ow,dh eh n y uw k ae n er ey n ch y er s eh l f k ah m f er t ah b l iy ah m ah ng k dh iy z r* ow p s ih n dh ah b ow,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1]"
67,L2_arctic_WAV/ABA_arctic_a0098,sh ae l ay k ae r iy y uw,sh ae l ay k ae r* iy y uw,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
68,L2_arctic_WAV/ABA_arctic_a0099,ah m ae d ah n ih ng jh oy p aw n d ih d ih n hh ih z b r ey n,ah m eh d ah n ih ng zh oy b aw n d ih d ih n hh ih z p r ey n,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
69,L2_arctic_WAV/ABA_arctic_a0100,y uw m ah s t s l iy p hh iy er jh d,y uw m ah s ah s l iy p hh iy er zh d,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
70,L2_arctic_WAV/ABA_arctic_a0101,y uw y uw w uh d ah n t k iy p dh ah t r uw th f r ah m m iy,y uw y uw w uh d ah n t ah k iy p dh ah d r* uw th f r* ow m m iy,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]"
71,L2_arctic_WAV/ABA_arctic_a0102,hh iy w ih l f aa l ow ah s s uw n,hh iy w ih err f ow l ow ah s s uw n,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
72,L2_arctic_WAV/ABA_arctic_a0103,b ah t dh eh r k ey m n ow p r aa m ah s f r ah m dh ah b ow ah v dh ah k ah n uw,b ah t dh ih eh r* k ey m n ow p r ow m ah s f r* ah m dh ah p ow ah v dh ah k ah n uw,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
73,L2_arctic_WAV/ABA_arctic_a0104,sh iy w ao z s l iy p ih ng ah n d er hh ih z p er t eh k sh ah n ae z s w iy t l iy ae z ah ch ay l d,sh iy w ao z s l iy b ih ng k ah n d er hh ih z p er t eh k sh ah n ae z s w iy t l iy ae z ah ch ay l d,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
74,L2_arctic_WAV/ABA_arctic_a0105,ow n l iy ih t ih z s ow w ah n d er f ah l s ow ao l m ow s t ih m p aa s ah b ah l t uw b ih l iy v,ow n iy ih t ih z s ow w ah n d er f ah l s ow ao l m ow s t ih m p ow s ah b ah l t uw p ih l iy f,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]"
75,L2_arctic_WAV/ABA_arctic_a0106,dh ah ih m ow sh ah n w ih ch sh iy hh ae d s ah p r eh s t b er s t f ao r th n aw ih n ah ch ow k ih ng s aa b,dh ah ih m ow sh ah n w ih ch sh iy hh ae d s ah p r eh s t p er s t f ao r* th n aw ih n ah ch ow k ih ng s ow b,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
76,L2_arctic_WAV/ABA_arctic_a0107,ih f y uw ow n l iy k uh d n ow hh aw ay th ae ng k y uw,ih f y uw ow n iy k uh d n ow hh aw ay th ae ng k y uw,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
77,L2_arctic_WAV/ABA_arctic_a0108,hh iy w ey d ih d ih n t uw dh ah eh jh ah v dh ah w ao t er ah n d b ih g ae n s k r ah b ih ng hh ih m s eh l f,hh iy w ey d ih d ih n t uw dh ah eh jh ah v dh ah w ow t er ah n d b ih g ae n s k* r ah b ih ng k hh ih m s eh l f,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
78,L2_arctic_WAV/ABA_arctic_a0109,d uw y uw n ow dh ae t y uw aa r sh ey k ih ng m ay k aa n f ah d ah n s ih n y uw,d uw y uw n ow dh ae t y uw aa r sh ey k ih ng k m ay k ow n f ah d ah n s ih n y uw,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
79,L2_arctic_WAV/ABA_arctic_a0111,ih n s t eh d hh iy jh oy n d hh er ah n d dh ey ey t l ay k t uw hh ah ng g r iy ch ih l d r ah n,ih s t eh d hh iy zh oy n d hh err ah n d dh ey ey t l ay k t uw hh ah n g r iy ch eh l d r ah n,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
80,L2_arctic_WAV/ABA_arctic_a0112,hh iy w aa z w uw n d ah d ih n dh ah aa r m,hh iy w aa z w ao n d ah d ih n dh ah ao r m,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
81,L2_arctic_WAV/ABA_arctic_a0113,ay s ah p ow z y uw p ih k t dh ae t l ih ng g ow ah p ah m ah ng dh ah ih n d iy ah n z,ay s ah b ow z y uw b ih k t dh ae t l ih ng g ow ah p ah m ah ng k dh ah ih n d iy ah n z,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
82,L2_arctic_WAV/ABA_arctic_a0115,hh iy hh ae d n ow ih k s k y uw z f ao r dh ah f iy l ih ng z w ih ch w er er aw z d ih n hh ih m,hh iy hh ae d n ow ih k s ih k y uw z f ao r* dh ah f iy l ih ng z w ih ch w err er ow z d ih n hh ih m,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
83,L2_arctic_WAV/ABA_arctic_a0116,w aa z ih t dh ah r aa n d ih v uw ah v dh ow z hh uw w er s t r ay v ih ng t ah w er k hh ih z r uw ah n,w aa z eh t dh ah r* eh n d ih v uw ah v dh ow z hh uw w err s t r* ay v ih ng k t ah w er k hh eh z r uw ah n,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
84,L2_arctic_WAV/ABA_arctic_a0117,sh iy ae d ih d w ih dh jh eh n y ah w ah n s ih m p ah th iy ih n hh er f ey s ae n d v oy s,sh iy ae d ih d w ih dh jh eh n y ah n s ih m p th iy ih n hh err f ey s ae n d ah v oy s,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
85,L2_arctic_WAV/ABA_arctic_a0120,m ay r ay t f uh t f iy l z l ay k dh ae t ah v ah ch ay n iy z d eh b y ah t aa n t,m ay r* ay t f ow t f iy err z l ay k dh ae t ah v ah ch ay n iy z d eh b y ah t aa n t,"[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
86,L2_arctic_WAV/ABA_arctic_a0121,dh ey ey t d ih n er ae t dh ah f ih f th ah n d r eh s t ih d f ao r t uw aw r z,dh ey ey t d ih n er ae t dh eh f ih f th ah n d r eh s t ih d f ao r t uw aw r s,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
87,L2_arctic_WAV/ABA_arctic_a0122,t uw y iy er z ah g ow ay g ey v ah p s ih v ah l ih z ey sh ah n f ao r dh ih s,t uw y iy r* z ah g ow ay g ey v ah p s ih v ah l ih z ey sh ah n f ao r* dh ih th,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
88,L2_arctic_WAV/ABA_arctic_a0123,sh iy hh ae d d ay d f r ah m k ow l d ae n d s t aa r v ey sh ah n,sh iy hh ae d d ay d f r* ah m k ow l d ae n d s t aa r v ey sh ah n,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
89,L2_arctic_WAV/ABA_arctic_a0125,hh iy w aa z d ih t er m ah n d n aw t uw m ey n t ey n ah m ao r s er t ah n hh ow l d ah p aa n hh ih m s eh l f,hh iy w aa z d ih t er m ah n d ah n aw t uw m ey n t ey n ah m ao r s err t ah n ow l d ah p aa n hh eh m s eh l f,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
90,L2_arctic_WAV/ABA_arctic_a0126,iy ch d ey sh iy b iy k ey m ah m ao r v ay t ah l p aa r t ah v hh ih m,eh ch d ey sh iy b iy k ey m ah m ao r v ay t ah err p aa r* t ah v hh eh m,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1]"
91,L2_arctic_WAV/ABA_arctic_a0127,ih t w aa z ah t eh m t ey sh ah n b ah t hh iy r iy z ih s t ih d ih t,ih t w aa z ah t eh m b ah t ey sh ah n b ah t hh iy r* iy s ih s t ih d eh t,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1]"
92,L2_arctic_WAV/ABA_arctic_a0128,dh ih s w ah n hh ow p w ao z d ih s t r oy d ae z k w ih k l iy ae z ih t w ao z b ao r n,z ih s w ah n hh ow p w ao z d ih s t r* oy d ae z k w ih k l iy ae z ih t w ao z p ao r,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
93,L2_arctic_WAV/ABA_arctic_a0129,hh er f ey s w ao z ah g ey n s t hh ih z b r eh s t,hh err f ey s w ao z ah g ey n ah s t hh ih z p r eh s t,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
94,L2_arctic_WAV/ABA_arctic_a0130,sh iy w ao z hh ih z n aw f er eh v er,sh iy w ao z hh ih z n aw f er eh v ah,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
95,L2_arctic_WAV/ABA_arctic_a0131,p r aa v ah d ah n s hh ae d d ih l ih v er d hh ih m th r uw dh ah m ey l s t r ah m,b r* ow v ah d ah n s hh ae d d ih l eh v er d hh ih m th r uw dh ah m ey err ah s t ao r m,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]"
96,L2_arctic_WAV/ABA_arctic_a0134,hh iy ow b ey d dh ah p r eh sh er ah v hh er hh ae n d,hh iy ow p ey d dh ah p r eh sh er ah v hh err hh ae n t,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]"
97,L2_arctic_WAV/ABA_arctic_a0136,ah b aw t hh ih m eh v r iy w eh r w er dh ah eh v ah d ah n s ah z ah v l ah g zh er iy ah n d ah v ey jh,ah b aw t hh eh m eh v r* iy w eh r w err dh ah eh v ah d ah n s ah v l ah g sh er iy ah n d ah v eh ch,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
98,L2_arctic_WAV/ABA_arctic_a0137,dh eh n hh iy s t eh p t b ae k w ih dh ah l ow k r ay ah v p l eh zh er,z eh n hh iy s t eh p d ah b ae k w ih dh ah l ow k r ay ah v p l eh zh ah,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
99,L2_arctic_WAV/ABA_arctic_a0139,hh iy t ow l d hh ih m s eh l f dh ae t ae z hh iy w aa sh t hh ih m s eh l f ah n d g r uw m d hh ih z d ih sh eh v ah l d k l ow dh z,hh iy t ow l d hh ih m s eh l f ah dh ae t ae z hh iy w ow zh d hh ih m s eh l f ah n d g r* uw m d hh ih z d ih sh eh v ah err d k l ow dh ah s,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
100,L2_arctic_WAV/ABA_arctic_a0159,dh ey l uh k ae z dh ow hh iy hh ae d b ih n d r ah m ih ng ah p iy ae n ow ao l hh ih z l ay f,z ey l uh k ae z s ow hh iy hh ae d b ih n d r ah m ih ng k ah p iy ae n ow ao l hh ih z l ay f,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
101,L2_arctic_WAV/ABA_arctic_a0214,b ih s ay d z hh iy w ao z p ey d w ah n k ey s ah v t ah b ae k ow p er hh eh d,b ih s ay d z hh iy w ao z b ey d w ah n k ey s ow f t ah b ae k ow b err hh eh t,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0]"
102,L2_arctic_WAV/ABA_arctic_a0257,dh ey aa r k ah m ih ng ah sh ao r hh uw eh v er dh ey aa r,dh ey aa err k ah m ih ng g ah sh ao r hh uw eh v ah dh ey aa r,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
103,L2_arctic_WAV/ABA_arctic_a0300,f r ah m m ay er l iy ah s t r eh k ah l eh k sh ah n m ay s l iy p w ao z ah p ih r iy ah d ah v t eh r er,f err ah m m ay er l ah s t r* iy k ah l eh k sh ah n m ay s l iy p w ao z ah p er r iy ah d ah v t eh r er,"[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
104,L2_arctic_WAV/ABA_arctic_a0379,hh aw ow l d aa r y uw d ae d iy,hh aw ow l d aa r y uw d ae d iy,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
105,L2_arctic_WAV/ABA_arctic_a0426,dh ey d ow n n ow dh ah l eh ng th ah v t ay m ah v ih ng k y uw b ey sh ah n,dh ey d ow n n ow dh ah l eh n s ah v d ay m ah v ih ng k uw b ey sh ah n,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
106,L2_arctic_WAV/ABA_arctic_a0441,v ay l ah n t l ay f ah n d ae th l eh t ih k s p ao r t s hh ae d n eh v er ah p iy l d t uw m iy,v ay l ah n t l ay f ah n d ae th ah l eh t ih k s p ao r t s hh ae d n eh v er ah b iy err d t uw m iy,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
107,L2_arctic_WAV/ABA_arctic_a0461,aa w iy w er v eh r iy k l ow s t ah g eh dh er ih n dh ae t m ow m ah n t,aa w iy w err v eh r* iy k l ow s t ah g eh dh er ih n dh ae t m ow m ah n t,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
108,L2_arctic_WAV/ABA_arctic_a0500,hh uw dh ah d eh v ah l g ey v ih t t uw y uw t uw b iy jh ah jh ah n d jh uh r iy,hh uw z ah d eh v ah err g ey v ih t t uw y uw t uw b iy zh ah jh ah n d zh uh r iy,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
109,L2_arctic_WAV/ABA_arctic_a0501,y uh r jh ow k ih ng m iy s er dh ah ah dh er m ae n ih jh d t uw aa r t ih k y ah l ey t,y uh r zh ow k ih ng g ah m iy s err dh ah ah z err m ae n ih zh d t uw aa r* t ih k y ah l eh t,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]"
110,L2_arctic_WAV/ABA_arctic_a0529,ae z ay s ey hh iy hh ae d t ae p t dh ah m eh s ih jh v eh r iy r ae p ah d l iy,ae z ay s ey hh iy hh ae d t ae p t z ah m eh s ih jh v eh r* iy r ae b ah d l iy,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1]"
111,L2_arctic_WAV/ABA_arctic_a0548,ao l s ow ch er ch ah z ah n d p r iy ch er z ay hh ae d n eh v er n ow n,ao l s ow ch err ch ah s ah n d p r eh ch er z ay hh ae d n eh v er n ow n,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
112,L2_arctic_WAV/ABA_arctic_b0016,hh iy ch ah k ah l d ae z hh iy p uh l d aw t hh ih z p ay p ah n d b ih g ae n f ih l ih ng ih t,hh iy ch ah k ah l d ae z hh iy p uh l d aw t hh ih z f ay p ah n d b ih g ae n f ih l ih ng g ih t,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
113,L2_arctic_WAV/ABA_arctic_b0068,ow n l iy dh ah ch ae n s s aw n d hh ae d l eh d hh ih m t uw ah b z er v dh eh m,ow n l iy dh ah ch ae n s s aw n d hh ae d l eh d hh ih m t uw ah b z er v dh eh m,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
114,L2_arctic_WAV/ABA_arctic_b0083,ih n ih t dh eh r w aa z s ah m th ih ng dh ae t w ao z ao l m ow s t t r ae jh ah d iy,eh n eh t z eh r* w aa z s ah m th ih ng z ae t w ao z ao l m ow s t t r ae jh ah d iy,"[0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
115,L2_arctic_WAV/ABA_arctic_b0103,hh iy l ih f t ih d hh ih z ay z ah n d ah s t r ey n jh k r ay b er s t f r ah m hh ih z l ih p s,hh iy l ih f t ih d hh ih z ay z ah n d ah s t r* ey n jh k r ay p r eh s t f r ah m hh ih z l ih p s,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
116,L2_arctic_WAV/ABA_arctic_b0106,f ao r ah f uh l m ih n ah t dh ah t uw m eh n s t eh r d ih n t uw iy ch ah dh er z f ey s,f ao r* ah f uh l m ih n ah t dh ah t uw m eh n s t eh r d ih n t uw iy ch ah dh er z f ey s,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
117,L2_arctic_WAV/ABA_arctic_b0126,b l ah d w ao z uw z ih ng s l ow l iy f r ah m dh ah w uw n d ih d m ae n z r ay t b r eh s t,b l ah d w ao z uw dh ih ng s l ow l iy f r ah m dh ah w ow n d ih d m ae n z r ay t b r eh s t,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
118,L2_arctic_WAV/ABA_arctic_b0146,ae f t er ao l ih t w aa z s ih m p l iy ah m ih s t ey k ih n jh ah jh m ah n t,ae f t er ao l ih t w aa z s ih m p ah l iy ah m ih s t ey k ih n zh ao zh m ah n t,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]"
119,L2_arctic_WAV/ABA_arctic_b0150,ah n d hh iy w aa z f ih l d w ih dh ah s t r ey n jh ah n d f ao r b ow d ih ng f ih r,ah n d hh iy w aa z f ey l d w ih dh ah s t r* ey n jh ah n d f ao r ow b ih ng k f ih r,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
120,L2_arctic_WAV/ABA_arctic_b0158,sh iy ow b ey d sh r ih ng k ih ng b ae k w ih dh dh ah b ey b iy ih n hh er aa r m z,sh iy ow p ey d sh r* eh ng k ih ng k b ae k w ih dh dh ah b ey b iy ih n hh err aa r m s,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]"
121,L2_arctic_WAV/ABA_arctic_b0307,w iy g aa t f y uw v eh jh t ah b ah l z ah n d f r uw t s ah n d b iy k ey m f ih sh iy t er z,w iy g aa t f y uw v eh jh t ah b ah l z ah n d f r uw t s ah n d b iy k ey m f ih sh iy t er s,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
122,L2_arctic_WAV/ABA_arctic_b0310,ah l ih t ah l t r iy t m ah n t m ah s aa zh w ih th s ah m hh eh l p f r ah m dh ah d ao k t er,ah l ih t ah err t r* iy t m ah n t m ah s ae zh w ih th s ah m hh eh l p f r ah m z ah d ao k t err,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
123,L2_arctic_WAV/ABA_arctic_b0324,n aa t t ih l dh ah t w eh n t iy ah th ah v m ey d ih d dh ah r ih v er b r ey k,n aa t eh l dh ah t w eh n t iy ah s ah v m ey d eh d z ah r ih f er p r ey k,"[1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1]"
124,L2_arctic_WAV/ABA_arctic_b0340,dh iy z k w ih k l ih t ah l jh oy z ah v hh er z w er s ao r s ah z ah v jh oy t uw hh ih m,dh ih s k w ih k l ih t ah err jh oy s ah v hh err z w er s ao r s ah z ah v zh oy t uw hh eh m,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1]"
